obs_x,obs_y,bearing_meas,bearing_true,snr_meas,target_x,target_y,bearing_body_meas,time
-19.5148244,-9.963041586,,0,inf,-67.32522705,-158.9639834,inf,1
-19.5148244,-9.963041586,,197.7898852,inf,-67.32522705,-158.9639834,inf,2
-19.5148244,-9.963041586,,197.7898852,inf,-67.32522705,-158.9639834,inf,3
-19.5148244,-9.963041586,,197.7898852,inf,-67.32522705,-158.9639834,inf,4
-19.5148244,-9.963041586,,197.7898852,inf,-67.32522705,-158.9639834,inf,5
-19.5148244,-9.963041586,,197.7898852,inf,-67.32522705,-158.9639834,inf,6
-19.5148244,-9.963041586,,197.7898852,inf,-67.32522705,-158.9639834,inf,7
-19.5148244,-9.963041586,,197.9151209,inf,-67.32521768,-157.8520341,inf,8
-19.5148244,-9.963041586,,197.9151209,inf,-67.32521768,-157.8520341,inf,9
-19.5148244,-9.963041586,,197.9151209,inf,-67.32521768,-157.8520341,inf,10
-19.5148244,-9.963041586,,197.9151209,inf,-67.32521768,-157.8520341,inf,11
-19.5148244,-9.963041586,,197.9151209,inf,-67.32521768,-157.8520341,inf,12
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,13
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,14
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,15
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,16
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,17
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,18
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,19
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,20
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,21
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,22
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,23
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,24
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,25
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,26
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,27
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,28
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,29
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,30
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,31
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,32
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,33
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,34
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,35
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,36
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,37
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,38
-20.38408161,-9.963039414,,197.609688,inf,-67.32521768,-157.8520341,inf,39
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,40
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,41
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,42
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,43
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,44
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,45
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,46
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,47
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,48
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,49
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,50
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,51
-20.38408161,-9.963039414,,197.7347616,inf,-67.32520831,-156.7400848,inf,52
